,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
2844,Mobile home,Cold/Very Cold,2010-2015,6.354370040797351,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,3.4242626545931514,4.788574489733284,6.0091571066389005,6.39576230746414,7.051223388505772
2845,Apartment in bld with 5+ units,Hot-Humid,2000-2009,6.660575149839686,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.440641241760233,5.713897808397294,5.507727038407604,6.708755409135369,7.37574438042866
2846,Detached house,Mixed-Humid,1980-1989,6.80903930604298,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,4.8084375072975085,5.7504115752502045,5.245180268134908,7.10564666118342,7.518791781758208
2847,Detached house,Mixed-Humid,2000-2009,8.025189321890835,Individual,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,1.0,3,2.5-3.5,2.0,3,Owned,5.590389787301111,5.834956925207007,5.396985538344738,7.1498147901092635,7.650406654445171
2848,Apartment in bld with 5+ units,Cold/Very Cold,1950-1959,6.621405651764134,Individual,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.1086144306106633,5.637464593618552,4.174387269895637,6.044080716110943,6.667910535944516
2849,Detached house,Mixed-Humid,2000-2009,7.91862865334224,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,4,2.5-3.5,2.0,Split-level,Owned,5.446435602000493,6.029795441412946,5.72217888493435,6.87654321084937,7.559767916183527
2850,Detached house,Mixed-Humid,1980-1989,8.395251520610994,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,6.100856923879179,7.004909212572804,4.679535267943399,7.240126259796509,8.021998105177948
2851,Apartment in bld with 2-4 units,Cold/Very Cold,1950-1959,6.456769655572163,None,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,5.261653382176445,5.050240548688615,6.408528791059498,6.860516910155265
2852,Detached house,Marine,1960-1969,7.397561535524052,None,F: +20 yrs,Other individual,0.0,0.0,0.0,0.0,4,2.5-3.5,2.0,Split-level,Owned,0.0,6.591948042804508,6.1178548779353035,7.41507275639224,7.952235159070139
2853,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1980-1989,6.755768921984255,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,4.788824188015824,3.4339872044851463,6.043321432648199,6.942658994990017,7.3808603438006415
2854,Detached house,Hot-Humid,2010-2015,8.186185994226083,Central,None,None,0.0,0.0,1.0,0.0,4,1.5-2,1.0,1,Owned,6.630802112103341,0.0,6.5359812003914195,7.220578643840249,7.941964148497102
2855,Detached house,Cold/Very Cold,1950-1959,6.803505257608338,Individual,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,3.916413353729439,5.81257708704831,4.911992901967256,6.333261865992601,6.9852717214099656
2856,Mobile home,Cold/Very Cold,1950-1959,6.398594934535208,Both central and individual,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,3.9634762870170617,5.926792683747398,5.954956152291459,6.828917678208833,7.458439873710014
2857,Apartment in bld with 2-4 units,Hot-Humid,2000-2009,7.080867896690782,Central,None,None,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,6.057252287645985,0.0,5.0257865978636,6.378256389950526,7.061668787829439
2858,Detached house,Cold/Very Cold,1950-1959,8.35819745992578,Both central and individual,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,+4,1.5-2,0.0,2,Owned,5.351952915713946,7.885758041229681,6.431137826545883,7.354323941968718,8.527337562848254
2859,Detached house,Marine,1980-1989,7.218176838403408,Both central and individual,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,3.66612246699132,5.691507443780589,5.5209808026253695,6.608513314361406,7.188186124719725
2860,Attached house,Cold/Very Cold,2000-2009,7.943782692458625,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,3,2.5-3.5,2.0,3,Owned,4.770599875111828,6.058796039268267,4.567364471252192,6.6038218659443055,7.227698808890057
2861,Detached house,Marine,2000-2009,7.025538314638521,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,2.5-3.5,2.0,1,Owned,3.3686741899565953,5.008833672149628,6.58058365724388,7.494430215031565,7.899053292795435
2862,Apartment in bld with 2-4 units,Cold/Very Cold,1970-1979,6.939253946041508,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,3.9347624923976356,4.349632566862877,5.264036432571163,6.807205395876661,7.1092256546148525
2863,Detached house,Cold/Very Cold,1970-1979,8.463370384718731,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,4.8990331175149535,6.938517240632178,5.0447146077491185,7.405617236356269,7.993890046139134
2864,Detached house,Cold/Very Cold,1970-1979,7.629975707027789,None,F: +20 yrs,Central furnace,1.0,0.0,1.0,1.0,3,1.5-2,2.0,3,Owned,0.0,6.206434787733031,5.038055889672248,7.057364232193841,7.500794790165704
2865,Apartment in bld with 2-4 units,Cold/Very Cold,1960-1969,7.080867896690782,Individual,F: +20 yrs,Other individual,1.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,4.730392150741473,5.378790750697913,6.415424237852311,7.495803020911794,7.915264193484564
2866,Mobile home,Mixed-Humid,1990-1999,7.155396301896734,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,4.8364406245139095,6.8316838420308414,5.388386563636904,7.3723882620916275,7.9585943861785635
2867,Detached house,Cold/Very Cold,1950-1959,7.188412736496954,None,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,2.0,1,Owned,0.0,6.055870246925192,5.453224902744384,6.68076684557289,7.282795543276324
2868,Detached house,Hot-Dry/Mixed-Dry,1950-1959,8.002359546252707,Both central and individual,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0.0,4,2.5-3.5,2.0,1,Owned,5.655047308974325,4.135486505553276,4.945705585343674,7.019654371479546,7.380392936128516
2869,Detached house,Marine,1950-1959,7.157735484249907,Individual,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,2.8909271591878647,5.307376211036383,5.650557491196657,6.78981598111745,7.2370806086256465
2870,Attached house,Cold/Very Cold,2000-2009,7.934155233536322,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,1.0,3,2.5-3.5,2.0,1,Owned,5.208994228587835,6.216825637863146,4.7691580360935415,7.04792583351615,7.5752307427856245
2871,Detached house,Hot-Humid,1950-1959,7.842671474979457,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,4,2.5-3.5,0.0,1,Owned,6.6979227417275995,5.591732970847578,4.620058798481842,6.95716429923968,7.708891018866018
2872,Detached house,Mixed-Humid,.<1950,7.828834527588089,Central,D: 10-14 yrs,Other individual,1.0,0.0,0.0,0.0,4,1.5-2,0.0,1,Owned,6.146243600895535,6.255750041753367,6.185735260853075,7.184136233678764,7.933467071332278
2873,Detached house,Mixed-Humid,2010-2015,8.418256443556213,Central,A: -2 yrs,Central furnace,1.0,1.0,1.0,1.0,3,1.5-2,2.0,2,Owned,5.7182769208066535,6.3905258612929385,6.835958480162452,7.503526647788275,8.200480443905864
2874,Detached house,Cold/Very Cold,.<1950,7.594381242551817,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,1.0,4,0-1,0.0,2,Owned,4.35709336812867,5.948661424782673,4.9005227647440925,7.369449480356732,7.686800300113428
2875,Detached house,Cold/Very Cold,.<1950,8.038189179973203,Individual,A: -2 yrs,Central water system,1.0,0.0,1.0,1.0,3,0-1,0.0,1,Owned,6.435605348077976,6.816779691245345,5.9708025506598865,7.177446481912999,8.081808936150097
2876,Detached house,Mixed-Humid,1960-1969,7.6511201757027,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,1.0,3,0-1,3.0,1,Owned,5.792037522411088,6.358448668397865,5.841222883777439,6.937226698765169,7.730236304778021
2877,Detached house,Mixed-Humid,1950-1959,7.67368812926773,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,3,1.5-2,1.0,1,Owned,5.86436953930415,6.628715751911698,5.127944143269923,6.515615986481887,7.575610292254708
2878,Detached house,Cold/Very Cold,1970-1979,7.92443418488756,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,1.0,3,2.5-3.5,0.0,2,Owned,4.983675112513472,7.3155975593760525,5.074048181946317,7.024640133616907,7.98289079895537
2879,Detached house,Cold/Very Cold,.<1950,7.443078374348516,Individual,E: 15-19 yrs,Other individual,0.0,0.0,0.0,1.0,3,1.5-2,0.0,2,Owned,3.8155121050473024,4.989343558628634,5.183130956738919,5.6153154933338705,6.464712906518606
2880,Detached house,Cold/Very Cold,1970-1979,8.401333305321703,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,1.0,0-2,1.5-2,0.0,2,Owned,0.0,6.296943560340219,6.41004329436153,7.688345410057126,8.111204946495869
2881,Mobile home,Hot-Humid,1980-1989,6.844815479208263,None,None,None,0.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,0.0,0.0,5.092583876743423,5.634789603169249,6.09087992540618
2882,Mobile home,Hot-Dry/Mixed-Dry,1970-1979,7.213031659834869,None,F: +20 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,0.0,0.0,4.79081953287472,6.6783924278540105,6.818311856055771
2883,Mobile home,Hot-Dry/Mixed-Dry,1960-1969,7.266827347520591,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,5.334745723161588,4.7879083226672625,4.788241461672592,6.575884439676147,7.058018412082203
2884,Detached house,Mixed-Humid,1950-1959,8.365905077202456,Both central and individual,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,1.0,Split-level,Owned,6.818956851623289,6.668939558273632,5.913448950123243,7.862300873110342,8.44828460209173
2885,Detached house,Mixed-Humid,1950-1959,8.024534871605695,Central,D: 10-14 yrs,Central water system,1.0,0.0,1.0,1.0,4,2.5-3.5,1.0,2,Owned,5.504640240131903,6.946841367689339,4.8777893807628265,6.514253326121437,7.644306717149368
2886,Attached house,Mixed-Humid,1970-1979,8.082093278178382,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,0.0,3,Owned,5.012899395749323,6.903787417420752,5.183523608545955,6.683698811086362,7.6596240953580885
2887,Detached house,Hot-Dry/Mixed-Dry,2010-2015,7.656337166430183,Central,A: -2 yrs,Central furnace,1.0,1.0,0.0,0.0,4,1.5-2,2.0,1,Owned,6.511076458154591,5.382934212267916,5.117933930384341,7.213296915734684,7.788029119979103
2888,Detached house,Cold/Very Cold,2000-2009,7.383989457978509,None,D: 10-14 yrs,Other individual,0.0,1.0,0.0,0.0,3,1.5-2,2.0,1,Owned,0.0,5.933729496456744,6.0950359632813464,7.249257700128403,7.7080828182805305
2889,Detached house,Mixed-Humid,2000-2009,7.741099090035366,Central,D: 10-14 yrs,Central heat pump,1.0,1.0,1.0,0.0,4,2.5-3.5,2.0,1,Owned,6.3941090142793735,5.619639706543773,5.395262572604516,7.136769563768074,7.76166835337032
2890,Detached house,Marine,2010-2015,8.114025442356757,None,None,None,0.0,1.0,1.0,0.0,4,2.5-3.5,2.0,2,Owned,0.0,0.0,4.951946297747576,6.0632501818653495,6.3460222512755795
2891,Detached house,Mixed-Humid,1950-1959,7.388327859577107,Individual,D: 10-14 yrs,Central water system,1.0,0.0,0.0,1.0,4,1.5-2,1.0,2,Owned,5.724434414387062,7.414187264841424,6.354561326848833,7.462657116548479,8.361591459321664
2892,Detached house,Cold/Very Cold,2000-2009,7.443663683115591,Central,D: 10-14 yrs,Other individual,1.0,1.0,0.0,0.0,0-2,1.5-2,2.0,1,Owned,3.405189402931693,5.550592444368494,5.035523009604034,6.471789725425589,6.989270747764272
2893,Detached house,Hot-Dry/Mixed-Dry,1990-1999,8.188966863648876,None,C: 5-9 yrs,Other individual,0.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,0.0,0.0,5.678327905183733,6.890303885368382,7.150042416943526
2894,Detached house,Mixed-Humid,1990-1999,7.629975707027789,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,0.0,0-2,1.5-2,0.0,2,Owned,5.362934009634009,6.776027972301207,5.541145891178645,6.713138444094031,7.680198734858134
2895,Detached house,Mixed-Humid,1970-1979,7.247792581767846,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,5.736798078440366,5.710460129409442,5.662578462732144,6.992464006909091,7.593560573736231
2896,Detached house,Hot-Humid,2000-2009,7.902117546276448,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,+4,2.5-3.5,2.0,2,Owned,6.25484752328169,6.284320710833492,6.232113972551858,7.45835338672481,8.100692413687808
2897,Detached house,Cold/Very Cold,1950-1959,7.562681246721884,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,1.0,4,1.5-2,0.0,1,Owned,5.116375737572367,6.720991871760678,6.939951377198454,7.861584540701487,8.438522209163725
2898,Detached house,Cold/Very Cold,1970-1979,8.020927718981577,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,1.0,3,2.5-3.5,0.0,2,Owned,5.208775517886542,7.792365439253293,5.910850843113736,8.16784845857235,8.779046556165921
2899,Detached house,Cold/Very Cold,2000-2009,8.087332926473351,Central,A: -2 yrs,Central furnace,1.0,1.0,1.0,1.0,3,2.5-3.5,2.0,1,Owned,4.517758728977122,6.160553099299447,4.311738281555703,6.207160433287035,7.032783118665421
2900,Detached house,Cold/Very Cold,2000-2009,7.509883061154913,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,1.0,4,2.5-3.5,2.0,1,Owned,4.473009282385752,5.924362743567246,4.885676574690777,6.8221102408535605,7.319175950795575
2901,Detached house,Hot-Dry/Mixed-Dry,1980-1989,7.913155185928068,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,6.306494241078,5.261808971731513,5.067708519122555,7.040965369994824,7.62033737218069
2902,Detached house,Mixed-Humid,2000-2009,7.8050670442584895,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,+4,0-1,0.0,1,Owned,5.762931498509334,5.796726220298939,5.76472077276128,6.110846304128063,7.254227350181684
2903,Detached house,Mixed-Humid,.<1950,8.09162741160107,Central,A: -2 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,2.0,2,Owned,6.284432623989,6.363751979410132,5.276020631549426,6.657613020584468,7.643894896946161
2904,Mobile home,Mixed-Humid,1990-1999,6.734591659972948,Central,A: -2 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,4.658331734102323,7.321585303421929,5.662335284742028,7.684020433732547,8.312925367370834
2905,Detached house,Mixed-Humid,1990-1999,8.09132127353041,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,1,Owned,5.712015159582678,6.744683255379543,6.4541445489425575,7.676506098342883,8.279293806292797
2906,Detached house,Marine,2000-2009,7.736307096548285,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,2.0,1,Owned,4.20409542618122,5.981818170056177,5.346059362533458,7.217956872863788,7.61756290043519
2907,Detached house,Hot-Humid,1970-1979,7.319202458767849,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,6.04652075285606,6.174369267162517,5.502889532276811,7.267225313014555,7.854726513853342
2908,Detached house,Marine,1950-1959,6.871091294610546,None,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,2.0,1,Rented,0.0,4.3154861108656375,5.184308449936169,6.641025499505004,6.9247893715379165
2909,Apartment in bld with 5+ units,Hot-Humid,2000-2009,7.266827347520591,Central,E: 15-19 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,5.352710850378369,5.238726585134399,5.526766816652428,6.794160958397207,7.3399012656716325
2910,Attached house,Hot-Humid,2000-2009,7.641084249174914,Central,None,None,0.0,0.0,0.0,0.0,3,2.5-3.5,1.0,2,Owned,6.951504185912152,0.0,5.93335862570095,6.940957919809855,7.805433874644311
2911,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1990-1999,6.854354502255021,Central,None,None,0.0,1.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,4.585579536223087,0.0,4.987025428457122,6.562387594922553,6.857009203264188
2912,Detached house,Cold/Very Cold,1990-1999,6.805722553416985,None,F: +20 yrs,Central furnace,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Owned,0.0,5.846149715943123,4.041471072615033,5.863375461087746,6.62369331269851
2913,Detached house,Mixed-Humid,1990-1999,7.945201132412759,Both central and individual,E: 15-19 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,5.888517782674091,6.418511744082696,5.994460056087781,7.968800686163148,8.3573882228514
2914,Detached house,Mixed-Humid,.<1950,7.724446645633537,Individual,C: 5-9 yrs,Other individual,1.0,0.0,0.0,1.0,3,0-1,0.0,1,Owned,3.7398101827824792,7.170527152673393,5.167354102029224,6.467885044149796,7.677488430348127
2915,Apartment in bld with 5+ units,Cold/Very Cold,1950-1959,6.436150368369428,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.6144252681889886,5.675108614071593,5.349200576862606,6.555015439496853,7.121938808924836
2916,Mobile home,Marine,2000-2009,7.104144092987527,Individual,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,3.342861804649192,5.3452486612324694,5.262431087983628,6.687981045137532,7.115224629308743
2917,Apartment in bld with 5+ units,Cold/Very Cold,1960-1969,7.029972911706386,Central,F: +20 yrs,Other individual,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.847377811934615,6.39772933538671,5.712709179472722,7.205731682518162,7.738126401308004
2918,Detached house,Marine,.<1950,6.734591659972948,Individual,B: 2-4 yrs,Other individual,1.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,3.1112906141882632,6.047159390450944,6.653972091535815,7.582259759270376,8.065038910509772
2919,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1980-1989,7.273092595999522,Central,None,None,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,3.6808472824166723,0.0,6.60963222199302,6.536879985642264,7.293031285122406
2920,Detached house,Hot-Humid,1970-1979,7.544861068658458,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,4,1.5-2,0.0,1,Rented,6.670956416844926,5.713765808265102,5.15421602257378,6.515971157929837,7.569499507901845
2921,Detached house,Hot-Dry/Mixed-Dry,1980-1989,7.786967002614872,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.638083378664978,6.681908076093612,6.020877707676331,7.024382090913856,8.037255583183642
2922,Detached house,Hot-Humid,2000-2009,7.417580402414544,Central,C: 5-9 yrs,Other individual,0.0,1.0,0.0,0.0,3,1.5-2,2.0,1,Owned,6.755209976513464,4.744323247380668,6.185220481527599,7.412932983235526,8.043422475601258
2923,Detached house,Hot-Dry/Mixed-Dry,1950-1959,7.321849713788356,None,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,0.0,1,Owned,0.0,5.05885386636673,5.178125181219631,6.465833633863357,6.883011665091221
2924,Apartment in bld with 5+ units,Hot-Humid,1990-1999,6.464588303689961,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.2472345763187205,5.6787723116520334,4.007333185232471,6.613370795470681,7.154318437837556
2925,Detached house,Hot-Humid,1990-1999,7.170888478512505,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,6.467124026834869,6.421914907910055,5.6515764831855995,7.433548329869914,8.08096470585703
2926,Detached house,Cold/Very Cold,1990-1999,8.375629627094451,Central,E: 15-19 yrs,Central water system,1.0,1.0,0.0,0.0,4,2.5-3.5,2.0,1,Owned,4.475403127929026,6.760229274126516,4.320018243389936,7.1797042324449185,7.755929897761492
2927,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.365812837209472,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,7.17287727586924,5.2648122879906385,5.006828055753302,6.946447006093123,7.894646123372459
2928,Detached house,Cold/Very Cold,2000-2009,8.1797604936999,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,3.0,2,Owned,4.274580612525034,6.794866496903519,5.576554980171818,6.626307068904905,7.591331806602132
2929,Detached house,Cold/Very Cold,1980-1989,8.383890344101816,None,E: 15-19 yrs,Other individual,0.0,0.0,1.0,1.0,3,1.5-2,0.0,2,Owned,0.0,5.8722304591842835,7.329625091115578,7.493478705760463,8.209074370656039
2930,Detached house,Hot-Dry/Mixed-Dry,1990-1999,7.404887575616125,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Owned,4.636184239517261,5.168948726206755,5.980176071338126,6.957088153000791,7.451218455914167
2931,Detached house,Mixed-Humid,2000-2009,8.895766604056085,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,3.0,1,Owned,6.03495497818251,7.257764053301674,5.953606904551742,7.387269786100079,8.251739559764404
2932,Detached house,Cold/Very Cold,2000-2009,7.618251097876695,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,0.0,3,2.5-3.5,3.0,1,Owned,4.514260310628249,6.897209871105753,5.384311559714898,7.276791506476613,7.916486622840806
2933,Apartment in bld with 2-4 units,Cold/Very Cold,2010-2015,6.7912214627261855,None,A: -2 yrs,Central water system,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Owned,0.0,5.91568980204434,5.533073233190413,6.387636608304554,7.103470077887088
2934,Attached house,Mixed-Humid,.<1950,7.324489979348532,Individual,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,1.0,3,1.5-2,0.0,2,Owned,5.347536010335536,6.04784488054409,5.57606273305383,6.978381482522433,7.584518980291558
2935,Detached house,Cold/Very Cold,2010-2015,8.00836557031292,Central,A: -2 yrs,Central furnace,1.0,1.0,0.0,0.0,3,2.5-3.5,3.0,1,Owned,5.371660760772246,6.174119381692057,4.9764578422946695,7.071844974181287,7.608701964174464
2936,Attached house,Cold/Very Cold,1980-1989,7.030857476116121,Individual,D: 10-14 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,1.0,1,Rented,2.448415541205585,6.58680593641421,5.1737173983147065,7.2421539386564415,7.744006636510534
