,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,THERMOSTAT,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,HEAT_COST,WATERHEAT_COST,HOTTUB,SWIMPOOL,BATHROOMS,ELECT_COST,TOT_COST
4122,Detached house,Cold/Very Cold,.<1950,2878.0,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,+4,1.0,2.0,3,Owned,100.08,967.53,64.6,0,0.0,2.5-3.5,1379.65,2511.8599999999997
4123,Detached house,Hot-Humid,1970-1979,1458.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,4,0.0,,1,Occupied,400.36,424.16,463.04,0,1.0,1.5-2,1960.56,3248.12
4124,Attached house,Cold/Very Cold,1970-1979,1890.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,3,0.0,,2,Owned,129.76,1068.31,178.56,0,0.0,2.5-3.5,1811.08,3187.71
4125,Apartment in bld with 5+ units,Cold/Very Cold,1990-1999,625.0,Individual,E: 15-19 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,10.14,188.1,60.0,0,,0-1,366.86,625.1
4126,Detached house,Marine,2000-2009,2288.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,3,1.0,2.0,1,Rented,40.01,253.46,394.31,0,0.0,1.5-2,1270.93,1958.71
4127,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,1004.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,148.27,120.46,166.18,0,,0-1,431.03999999999996,865.95
4128,Detached house,Cold/Very Cold,1960-1969,1090.0,None,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,,1,Owned,0.0,714.45,227.81,0,0.0,0-1,625.13,1567.3899999999999
4129,Detached house,Hot-Dry/Mixed-Dry,.<1950,2518.0,Central,A: -2 yrs,Central furnace,0.0,1.0,0.0,4,1.0,2.0,1,Owned,252.51,205.16,295.44,0,0.0,2.5-3.5,1332.6,2085.71
4130,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1970-1979,1189.0,Central,C: 5-9 yrs,Central heat pump,0.0,,,0-2,1.0,,NA,Rented,203.83,185.81,787.65,0,,1.5-2,1550.17,2727.46
4131,Detached house,Mixed-Humid,1970-1979,1070.0,Central,A: -2 yrs,Central furnace,0.0,0.0,0.0,3,1.0,1.0,1,Owned,148.6,619.46,147.79,0,0.0,1.5-2,672.1999999999999,1588.05
4132,Detached house,Cold/Very Cold,.<1950,1957.0,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,3,0.0,,2,Owned,0.0,510.76,60.17,0,0.0,0-1,535.53,1106.46
4133,Attached house,Mixed-Humid,1950-1959,716.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,,1,Rented,174.65,309.0,459.71,0,0.0,0-1,880.35,1823.71
4134,Detached house,Marine,1980-1989,2124.0,None,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,1.0,2,Owned,0.0,274.83,188.6,0,0.0,1.5-2,794.65,1258.08
4135,Detached house,Hot-Humid,1950-1959,2642.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,4,1.0,,1,Owned,661.08,758.14,144.96,0,1.0,2.5-3.5,1416.9900000000002,2981.17
4136,Detached house,Cold/Very Cold,1970-1979,2524.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,3,1.0,1.0,1,Owned,141.29,436.04,128.19,1,1.0,1.5-2,1647.92,2353.44
4137,Detached house,Hot-Humid,1970-1979,1271.0,Individual,A: -2 yrs,Other individual,0.0,0.0,0.0,0-2,1.0,,1,Rented,536.31,540.07,174.48,0,0.0,0-1,1119.43,2370.29
4138,Detached house,Hot-Humid,1990-1999,1344.0,None,E: 15-19 yrs,Other individual,0.0,0.0,0.0,3,1.0,,1,Owned,0.0,81.93,421.34,0,0.0,1.5-2,2567.99,3071.2599999999998
4139,Apartment in bld with 2-4 units,Hot-Humid,1990-1999,1014.0,None,B: 2-4 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,0.0,187.72,323.31,0,,1.5-2,1113.48,1624.51
4140,Detached house,Mixed-Humid,1990-1999,4350.0,Both central and individual,C: 5-9 yrs,Central heat pump,0.0,0.0,1.0,3,1.0,1.0,2,Owned,153.88,684.1,175.21,0,0.0,0-1,1153.7399999999998,2166.93
4141,Detached house,Hot-Dry/Mixed-Dry,1990-1999,3536.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,4,1.0,2.0,2,Owned,447.61,126.33,175.62,0,0.0,2.5-3.5,602.4499999999999,1352.01
4142,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,800.0,Individual,F: +20 yrs,Central water system,0.0,,,0-2,,,NA,Rented,114.13,271.11,407.31,0,,0-1,789.79,1582.34
4143,Apartment in bld with 2-4 units,Cold/Very Cold,2000-2009,1307.0,None,D: 10-14 yrs,Other individual,0.0,,,3,1.0,,NA,Rented,0.0,659.66,283.16,0,,0-1,1431.0,2373.8199999999997
4144,Detached house,Hot-Humid,.<1950,2470.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,0-2,1.0,,1,Owned,350.82,502.35,129.86,0,0.0,0-1,1019.4000000000001,2002.4300000000003
4145,Detached house,Hot-Humid,1990-1999,4200.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,4,1.0,2.0,1,Owned,303.4,322.38,245.6,1,1.0,1.5-2,1418.7199999999998,2290.1
4146,Detached house,Mixed-Humid,1980-1989,2780.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,+4,1.0,2.0,2,Owned,505.06,487.86,272.35,0,0.0,2.5-3.5,1483.68,2748.95
4147,Detached house,Hot-Humid,2000-2009,840.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0-2,,,1,Rented,260.4,540.12,114.84,0,0.0,0-1,1012.93,1928.29
4148,Attached house,Cold/Very Cold,1980-1989,2174.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,0-2,1.0,2.0,1,Rented,42.28,411.52,98.96,0,0.0,0-1,692.98,1245.74
4149,Detached house,Mixed-Humid,1960-1969,3152.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,4,1.0,1.0,2,Owned,778.5,572.47,256.91,0,1.0,1.5-2,793.44,2401.32
4150,Detached house,Cold/Very Cold,.<1950,2183.0,Individual,C: 5-9 yrs,Central water system,0.0,1.0,1.0,3,1.0,,2,Owned,74.08,0.0,407.2,0,0.0,1.5-2,1609.1000000000001,2090.38
4151,Apartment in bld with 2-4 units,Cold/Very Cold,1970-1979,731.0,Individual,D: 10-14 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,26.52,75.84,270.52,0,,0-1,460.23,833.11
4152,Detached house,Mixed-Humid,1970-1979,2208.0,Both central and individual,A: -2 yrs,Central furnace,0.0,1.0,1.0,+4,1.0,,2,Owned,602.13,2066.07,930.11,0,0.0,1.5-2,1536.42,5134.7300000000005
4153,Detached house,Cold/Very Cold,.<1950,3748.0,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Owned,252.93,1132.49,118.63,0,0.0,0-1,1409.2,2913.25
4154,Detached house,Hot-Dry/Mixed-Dry,2000-2009,4093.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,+4,1.0,3.0,2,Owned,726.69,1247.5,398.52,0,0.0,2.5-3.5,2031.6599999999999,4404.37
4155,Attached house,Hot-Humid,2000-2009,1041.0,None,A: -2 yrs,Central heat pump,0.0,1.0,0.0,0-2,1.0,2.0,1,Owned,0.0,15.71,109.31,0,0.0,1.5-2,469.5,594.52
4156,Detached house,Marine,.<1950,1046.0,Individual,F: +20 yrs,Central water system,0.0,0.0,0.0,0-2,1.0,1.0,1,Owned,38.97,455.96,162.93,0,0.0,0-1,1258.08,1915.9399999999998
4157,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2829.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,+4,1.0,3.0,1,Owned,464.34,54.28,105.72,1,1.0,2.5-3.5,1589.26,2213.6
4158,Detached house,Mixed-Humid,2000-2009,4082.0,Central,D: 10-14 yrs,Other individual,1.0,1.0,1.0,3,1.0,3.0,2,Owned,228.29,1159.78,405.31,1,1.0,1.5-2,3374.16,5167.54
4159,Detached house,Hot-Dry/Mixed-Dry,1960-1969,1625.0,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,3,1.0,2.0,1,Owned,71.33,213.85,94.85,0,0.0,1.5-2,507.53000000000003,887.56
4160,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1960-1969,994.0,None,None,None,1.0,,,3,,,NA,Rented,0.0,0.0,167.18,0,,1.5-2,316.21,483.39
4161,Detached house,Mixed-Humid,1990-1999,2046.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,4,1.0,,2,Owned,153.1,730.0,1121.7,0,1.0,2.5-3.5,1683.92,3688.7200000000003
4162,Apartment in bld with 2-4 units,Hot-Humid,2000-2009,1515.0,Central,None,None,1.0,,,0-2,,,NA,Rented,703.75,0.0,479.93,0,,1.5-2,1398.9899999999998,2582.67
4163,Detached house,Mixed-Humid,.<1950,1350.0,Individual,B: 2-4 yrs,Central water system,0.0,0.0,1.0,3,1.0,1.0,1,Owned,175.44,929.18,651.87,0,1.0,0-1,1646.51,3403.0
4164,Detached house,Cold/Very Cold,2010-2015,2160.0,Central,A: -2 yrs,Central furnace,0.0,0.0,1.0,3,1.0,,2,Owned,75.8,451.2,418.81,0,0.0,1.5-2,1159.06,2104.87
4165,Detached house,Cold/Very Cold,1970-1979,2965.0,Individual,B: 2-4 yrs,Central furnace,0.0,1.0,1.0,3,1.0,2.0,2,Owned,239.52,1510.22,436.85,0,0.0,1.5-2,1417.57,3604.16
4166,Apartment in bld with 5+ units,Hot-Humid,1980-1989,1150.0,Central,None,None,0.0,,,0-2,,,NA,Owned,470.94,0.0,266.57,0,,1.5-2,618.9099999999999,1356.4199999999998
4167,Detached house,Cold/Very Cold,2000-2009,3254.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,1.0,3.0,2,Owned,139.81,495.0,224.4,0,0.0,2.5-3.5,1603.3400000000001,2462.55
4168,Detached house,Marine,1990-1999,1614.0,Central,F: +20 yrs,Other individual,1.0,1.0,0.0,3,,2.0,1,Owned,39.69,0.0,146.6,0,0.0,1.5-2,760.8599999999999,947.1499999999999
4169,Detached house,Cold/Very Cold,2000-2009,2564.0,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,1.0,4,1.0,2.0,3,Owned,110.77,709.58,565.59,0,0.0,2.5-3.5,1438.49,2824.4300000000003
4170,Apartment in bld with 5+ units,Mixed-Humid,1990-1999,1021.0,Individual,F: +20 yrs,Central furnace,0.0,,,0-2,,,NA,Owned,72.82,147.4,283.38,0,,1.5-2,427.61,931.21
4171,Detached house,Mixed-Humid,1950-1959,4400.0,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,1.0,3,1.0,2.0,1,Owned,419.97,732.49,452.12,0,0.0,2.5-3.5,2078.74,3683.3199999999997
4172,Apartment in bld with 5+ units,Hot-Humid,2000-2009,1053.0,Central,C: 5-9 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,363.35,120.51,288.43,0,,1.5-2,803.37,1575.6599999999999
4173,Apartment in bld with 5+ units,Mixed-Humid,1990-1999,976.0,Central,B: 2-4 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,55.87,261.66,53.0,0,,0-1,474.0,844.53
4174,Apartment in bld with 5+ units,Cold/Very Cold,1990-1999,552.0,Individual,B: 2-4 yrs,Other individual,1.0,,,0-2,1.0,,NA,Rented,13.76,248.24,63.91,0,,0-1,526.35,852.26
4175,Detached house,Mixed-Humid,1950-1959,1225.0,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,0.0,,1,Rented,369.5,530.57,245.77,0,0.0,0-1,312.22,1458.0600000000002
4176,Attached house,Cold/Very Cold,.<1950,1953.0,None,B: 2-4 yrs,Central water system,1.0,0.0,1.0,3,1.0,,3,Rented,0.0,1200.63,74.78,0,0.0,0-1,853.65,2129.06
4177,Mobile home,Mixed-Humid,2010-2015,2496.0,Central,C: 5-9 yrs,Central heat pump,,,,4,0.0,,NA,Owned,227.12,618.99,1060.85,0,1.0,2.5-3.5,2902.5,4809.46
4178,Apartment in bld with 5+ units,Cold/Very Cold,2000-2009,719.0,Central,C: 5-9 yrs,Central furnace,0.0,,,,0.0,,NA,Rented,25.75,119.2,195.5,0,,0-1,436.25,776.7
4179,Detached house,Mixed-Humid,.<1950,1792.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,0.0,,1,Owned,168.88,724.79,259.31,0,0.0,1.5-2,1307.4499999999998,2460.43
4180,Detached house,Cold/Very Cold,2000-2009,2700.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,4,1.0,3.0,1,Owned,224.58,1398.12,307.24,0,0.0,2.5-3.5,1665.89,3595.83
4181,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,1600.0,Individual,D: 10-14 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,58.23,1149.97,447.55,0,,0-1,1734.1399999999999,3389.89
4182,Detached house,Hot-Humid,1970-1979,1728.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,1,Owned,282.9,127.99,416.55,0,0.0,1.5-2,1552.1399999999999,2379.58
4183,Attached house,Cold/Very Cold,1980-1989,2051.0,Central,A: -2 yrs,Central furnace,0.0,1.0,1.0,0-2,1.0,1.0,2,Owned,120.83,387.58,71.02,0,0.0,2.5-3.5,1384.3300000000002,1963.7600000000002
4184,Detached house,Marine,1980-1989,3165.0,None,None,None,0.0,1.0,0.0,4,,2.0,2,Owned,0.0,0.0,130.57,0,0.0,2.5-3.5,925.62,1056.19
4185,Detached house,Hot-Dry/Mixed-Dry,1990-1999,2382.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,4,1.0,1.0,1,Owned,124.35,207.73,212.09,0,0.0,1.5-2,1112.71,1656.88
4186,Detached house,Mixed-Humid,1980-1989,1682.0,Individual,C: 5-9 yrs,Other individual,0.0,1.0,1.0,0-2,0.0,,1,Owned,145.74,634.28,461.12,0,0.0,0-1,1327.74,2568.88
4187,Detached house,Mixed-Humid,2000-2009,2709.0,None,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,0.0,671.43,281.65,1,0.0,1.5-2,998.75,1951.83
4188,Detached house,Hot-Humid,2000-2009,3100.0,Central,A: -2 yrs,Central furnace,0.0,0.0,0.0,4,1.0,2.0,2,Owned,365.2,388.26,273.85,0,0.0,2.5-3.5,1649.08,2676.39
4189,Detached house,Cold/Very Cold,2010-2015,2768.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,4,1.0,2.0,1,Owned,37.24,232.68,630.89,0,0.0,2.5-3.5,1961.83,2862.64
4190,Attached house,Mixed-Humid,.<1950,1403.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0-2,1.0,,2,Owned,331.89,483.55,475.94,0,0.0,2.5-3.5,1411.8899999999999,2703.27
4191,Detached house,Cold/Very Cold,.<1950,3264.0,Both central and individual,A: -2 yrs,Other individual,1.0,1.0,1.0,4,,,2,Owned,249.46,224.14,792.03,0,0.0,1.5-2,2219.86,3485.4900000000002
4192,Detached house,Hot-Humid,1990-1999,3968.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,299.6,34.75,184.02,0,0.0,1.5-2,1050.17,1568.54
4193,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2456.0,Individual,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,+4,0.0,2.0,1,Owned,64.05,308.11,281.44,0,0.0,1.5-2,1798.2,2451.8
4194,Detached house,Mixed-Humid,2000-2009,1766.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,4,0.0,1.0,1,Occupied,215.82,707.86,153.92,0,0.0,1.5-2,1238.18,2315.78
4195,Detached house,Marine,1970-1979,1200.0,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,0.0,0-2,1.0,2.0,Split-level,Owned,32.61,358.02,291.59,1,0.0,2.5-3.5,1617.13,2299.3500000000004
4196,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,1094.0,Central,D: 10-14 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Owned,145.35,216.47,117.24,0,,0-1,682.4499999999999,1161.51
4197,Detached house,Cold/Very Cold,1990-1999,1314.0,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,3,1.0,1.0,1,Owned,58.24,495.96,168.2,0,0.0,0-1,1023.9100000000001,1746.31
4198,Detached house,Cold/Very Cold,1960-1969,3695.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,1,Owned,181.72,715.31,130.84,0,0.0,1.5-2,791.78,1819.6499999999999
4199,Attached house,Mixed-Humid,2000-2009,1358.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,1.0,2,Owned,166.14,279.32,335.78,0,0.0,2.5-3.5,792.02,1573.26
4200,Detached house,Marine,1970-1979,1430.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,1.0,1,Owned,22.43,686.16,156.56,0,0.0,1.5-2,1066.59,1931.7399999999998
4201,Detached house,Cold/Very Cold,1970-1979,2640.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0-2,1.0,2.0,1,Owned,78.6,432.55,174.48,0,0.0,1.5-2,733.76,1419.3899999999999
4202,Detached house,Cold/Very Cold,1990-1999,2681.0,Central,F: +20 yrs,Other individual,0.0,1.0,1.0,3,0.0,1.0,2,Owned,188.81,1031.25,220.21,0,0.0,1.5-2,1757.96,3198.23
4203,Detached house,Mixed-Humid,2000-2009,2576.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,2,Owned,644.97,150.69,64.84,0,0.0,2.5-3.5,593.3499999999999,1453.85
4204,Detached house,Mixed-Humid,1990-1999,1632.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,3,0.0,2.0,1,Owned,125.25,380.65,106.92,0,0.0,1.5-2,556.07,1168.8899999999999
4205,Detached house,Mixed-Humid,1990-1999,2052.0,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,1.0,0-2,0.0,,1,Owned,203.64,660.85,360.81,0,0.0,2.5-3.5,1640.67,2865.9700000000003
4206,Detached house,Cold/Very Cold,.<1950,3212.0,Individual,E: 15-19 yrs,Central water system,0.0,0.0,1.0,3,0.0,,2,Owned,161.25,790.45,125.17,0,0.0,1.5-2,615.68,1692.5500000000002
4207,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1960-1969,928.0,None,None,None,1.0,,,0-2,,,NA,Rented,0.0,0.0,136.78,0,,1.5-2,155.18,291.96000000000004
4208,Detached house,Marine,1970-1979,4048.0,None,A: -2 yrs,Central furnace,0.0,1.0,0.0,4,1.0,2.0,2,Owned,0.0,828.12,360.82,0,1.0,2.5-3.5,2072.11,3261.05
4209,Attached house,Mixed-Humid,2000-2009,3134.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,3,1.0,1.0,2,Owned,312.9,1088.9,385.85,1,0.0,2.5-3.5,811.35,2599.0
4210,Detached house,Hot-Humid,2000-2009,2091.0,Central,A: -2 yrs,Central furnace,1.0,1.0,0.0,3,0.0,1.0,2,Owned,491.24,199.47,208.35,0,0.0,2.5-3.5,953.47,1852.5300000000002
4211,Detached house,Hot-Humid,2000-2009,3580.0,Central,B: 2-4 yrs,Central heat pump,1.0,0.0,0.0,4,1.0,2.0,2,Owned,882.43,153.57,714.21,0,0.0,+3.5,1366.44,3116.65
4212,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,821.0,Individual,B: 2-4 yrs,Other individual,0.0,,,0-2,,,NA,Rented,43.2,245.68,142.79,0,,0-1,556.13,987.8
4213,Detached house,Hot-Humid,1990-1999,1922.0,Central,None,None,1.0,1.0,0.0,3,,2.0,1,Rented,887.88,0.0,362.02,0,0.0,1.5-2,1018.0400000000001,2267.94
4214,Detached house,Cold/Very Cold,1950-1959,1650.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,4,1.0,,1,Owned,102.33,382.83,125.48,0,0.0,1.5-2,900.91,1511.55
4215,Detached house,Hot-Dry/Mixed-Dry,1980-1989,2821.0,None,A: -2 yrs,Central furnace,1.0,0.0,0.0,4,1.0,2.0,1,Owned,0.0,588.14,152.65,1,0.0,1.5-2,944.95,1685.74
4216,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,783.0,Individual,F: +20 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,21.69,188.51,311.77,0,,1.5-2,836.31,1358.28
4217,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1950-1959,750.0,None,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,0.0,23.44,118.65,0,,0-1,331.67,473.76
4218,Detached house,Hot-Dry/Mixed-Dry,.<1950,1176.0,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,3,,,1,Owned,0.0,174.48,144.83,0,0.0,0-1,1025.13,1344.44
4219,Detached house,Cold/Very Cold,2000-2009,2018.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,4,0.0,2.0,2,Rented,67.18,200.52,312.8,0,0.0,2.5-3.5,897.8199999999999,1478.32
4220,Mobile home,Cold/Very Cold,1970-1979,1152.0,Individual,E: 15-19 yrs,Central furnace,,,,3,0.0,,NA,Owned,57.71,718.52,669.68,0,0.0,1.5-2,1296.26,2742.17
4221,Detached house,Marine,1950-1959,875.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0-2,,,1,Owned,31.89,244.48,238.87,0,0.0,0-1,787.11,1302.35
4222,Apartment in bld with 5+ units,Hot-Humid,1990-1999,650.0,Central,None,None,0.0,,,,,,NA,Rented,124.58,0.0,106.9,0,,0-1,885.5,1116.98
4223,Detached house,Cold/Very Cold,2000-2009,1776.0,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0-2,0.0,2.0,1,Owned,23.67,1533.9,145.49,0,0.0,1.5-2,570.0600000000001,2273.1200000000003
4224,Detached house,Cold/Very Cold,1950-1959,3740.0,Central,B: 2-4 yrs,Central heat pump,0.0,0.0,1.0,4,1.0,2.0,1,Owned,328.29,566.59,336.66,0,0.0,2.5-3.5,1878.4299999999998,3109.9700000000003
4225,Detached house,Cold/Very Cold,1970-1979,2365.0,Central,F: +20 yrs,Central furnace,1.0,0.0,1.0,4,1.0,1.0,1,Owned,106.89,946.45,401.09,0,1.0,0-1,880.04,2334.4700000000003
4226,Attached house,Cold/Very Cold,2000-2009,3936.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,3,1.0,3.0,1,Owned,140.66,426.36,79.4,0,0.0,2.5-3.5,1483.6899999999998,2130.1099999999997
4227,Attached house,Cold/Very Cold,2000-2009,3704.0,Central,A: -2 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,1,Owned,106.18,556.54,77.58,0,0.0,2.5-3.5,752.3299999999999,1492.63
4228,Detached house,Mixed-Humid,1960-1969,2970.0,Individual,B: 2-4 yrs,Central water system,0.0,0.0,1.0,4,1.0,,2,Rented,552.73,829.77,465.8,0,0.0,1.5-2,904.74,2753.04
4229,Detached house,Cold/Very Cold,1990-1999,3121.0,Central,F: +20 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,Split-level,Owned,64.44,380.72,240.24,0,0.0,2.5-3.5,1289.08,1974.48
4230,Detached house,Hot-Humid,2010-2015,5590.0,Central,C: 5-9 yrs,Other individual,0.0,0.0,0.0,+4,1.0,3.0,1,Owned,1023.31,228.6,400.16,0,0.0,+3.5,1084.35,2736.42
4231,Detached house,Cold/Very Cold,1950-1959,1478.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,0-2,0.0,,1,Owned,84.21,597.93,141.87,0,0.0,0-1,723.76,1547.77
4232,Detached house,Cold/Very Cold,1950-1959,2800.0,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,1.0,0-2,1.0,,1,Owned,94.69,695.03,168.19,0,0.0,1.5-2,1189.19,2147.1000000000004
4233,Attached house,Cold/Very Cold,1950-1959,1283.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,0-2,1.0,,2,Rented,92.72,487.01,74.19,0,0.0,1.5-2,630.76,1284.68
4234,Detached house,Cold/Very Cold,2000-2009,5189.0,Central,C: 5-9 yrs,Other individual,1.0,1.0,1.0,3,1.0,2.0,1,Owned,66.77,438.98,647.77,0,0.0,2.5-3.5,1508.1100000000001,2661.63
4235,Detached house,Mixed-Humid,1970-1979,2250.0,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,0-2,1.0,,1,Owned,155.64,291.97,304.2,0,0.0,0-1,1411.0300000000002,2162.84
4236,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2495.0,None,F: +20 yrs,Central furnace,0.0,0.0,0.0,4,1.0,2.0,1,Owned,0.0,406.83,170.17,1,0.0,1.5-2,1523.97,2100.9700000000003
4237,Detached house,Hot-Humid,1980-1989,1615.0,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,4,0.0,2.0,1,Owned,606.76,33.14,228.05,0,1.0,1.5-2,1213.84,2081.79
4238,Detached house,Cold/Very Cold,1960-1969,2304.0,Individual,C: 5-9 yrs,Other individual,0.0,0.0,1.0,+4,0.0,,2,Owned,305.21,1629.87,356.72,0,0.0,1.5-2,1110.69,3402.4900000000002
4239,Detached house,Hot-Dry/Mixed-Dry,1950-1959,758.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,1.0,1,Owned,185.86,95.5,176.68,0,0.0,1.5-2,782.33,1240.3700000000001
4240,Detached house,Mixed-Humid,1980-1989,3569.0,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,1.0,4,1.0,2.0,2,Owned,179.96,264.18,315.39,0,0.0,2.5-3.5,1003.2,1762.73
4241,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,787.0,Central,A: -2 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,16.25,230.57,213.79,0,,0-1,754.75,1215.3600000000001
4242,Attached house,Cold/Very Cold,1990-1999,3186.0,Individual,F: +20 yrs,Central furnace,1.0,1.0,1.0,3,0.0,2.0,2,Owned,89.34,638.46,107.64,0,0.0,+3.5,486.03,1321.47
4243,Detached house,Hot-Humid,1960-1969,2980.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,4,0.0,2.0,2,Owned,570.45,367.85,131.59,0,0.0,2.5-3.5,1357.55,2427.44
4244,Detached house,Mixed-Humid,1970-1979,1450.0,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,0.0,3,1.0,,1,Owned,457.27,1128.24,513.78,0,0.0,1.5-2,2621.2,4720.49
4245,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1980-1989,1045.0,Central,A: -2 yrs,Central heat pump,0.0,,,,1.0,,NA,Rented,103.36,40.35,157.0,0,,0-1,684.98,985.69
4246,Detached house,Hot-Humid,1980-1989,1862.0,Central,None,None,1.0,1.0,0.0,3,,2.0,1,Owned,1117.45,0.0,384.81,1,1.0,1.5-2,1534.9999999999998,3037.2599999999998
